block,NumSp,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
R16_b9,16,2740.6566,2441.0690999999997,1726.0025,1901.185,1552.8063,1480.034,1230.4512300000001,688.198,316.00899999999996,1331.565,643.7,932.8740000000001,647.682,614.5690000000001,740.1810000000002,715.126,672.9820000000001,664.281,598.2790000000001,478.82,535.948,405.6719999999999
R16_b10,16,2771.0533,2232.6856,1594.4458,1497.6335000000004,1486.3565,1379.9476,1039.7841999999998,569.585,337.80199999999996,1064.8000000000002,592.371,752.366,588.863,565.5622000000001,666.6610000000001,665.7230000000001,632.828,618.2729999999999,591.9889999999999,493.793,482.12,368.844
R16_b11,16,2319.1668,2253.1259999999997,1550.5277,1656.5629000000001,1505.3685999999998,1396.7126,1077.0924,586.1859999999999,316.919,1214.229,608.4369999999999,860.984,543.9100000000001,663.228,713.819,638.6690000000001,609.696,626.8230000000001,555.007,422.666,420.94699999999995,382.959
R16_b12,16,2797.3998,2495.3854,1762.7673,1721.6496,1513.5679,1462.9036,1078.8455999999999,677.0039999999999,366.54100000000005,1150.093,608.0260000000001,824.5080000000002,644.1419999999999,560.0290000000001,680.856,682.7,655.869,620.4079999999999,668.019,539.1619999999999,554.0550000000001,410.86199999999997
R16_b13,16,3222.2400000000002,2556.7812000000004,1831.8686999999998,1800.9131999999997,1580.5079,1603.3949,1155.9067,644.8779999999999,364.092,1226.782,655.913,968.2209999999999,650.3039999999999,758.4280000000001,715.8080000000001,740.338,745.0200000000001,714.789,730.529,558.9560000000001,482.282,399.346
R16_b14,16,2667.8698999999997,2367.5009,1541.8231,1531.3944000000001,1494.1949,1409.9578,1060.8723,632.062,348.2473,1214.3920000000003,595.629,841.483,634.164,667.4939999999999,713.345,687.2029999999999,683.847,650.3599999999999,674.5400000000001,508.7009999999999,466.875,370.22700000000003
R16_b15,16,2485.1668999999997,2206.4953,1498.5203,1568.207,1391.8317000000002,1452.3258,1082.7344,585.99,345.338,1165.1770000000001,601.8149999999999,845.4029999999999,606.4730000000002,670.4859999999999,707.582,705.5500000000001,611.28,694.57,584.732,540.553,440.747,413.446
R16_b16,16,2708.9466,2259.3596,1613.3181,1465.9711,1397.2552,1420.1019000000001,1041.1471999999999,562.5659999999999,338.04499999999996,1113.583,599.933,906.985,570.3059999999999,660.8722,669.674,716.6800000000001,645.2379999999998,675.0959999999999,610.432,533.779,493.684,388.315
R16_b17,16,2508.5200000000004,2329.1002,1570.6725999999999,1514.3234000000004,1469.2969,1417.0891,1069.0359,591.625,331.50600000000003,1203.726,625.817,833.242,648.407,594.1272,674.0160000000001,706.6959999999999,684.249,610.3799999999999,614.066,540.536,543.098,396.974
R16_b18,16,2647.0633,2242.4673,1532.3844999999997,1538.6493000000003,1552.3123,1410.6403999999998,1111.6285999999998,620.8759999999999,364.168,1266.8849999999998,644.6119999999999,865.8550000000001,625.994,623.2740000000001,705.1230000000002,723.268,732.544,609.789,677.488,529.403,491.4839999999999,387.3949999999999
R16_b19,16,2859.8736,2269.425,1681.0022999999997,1605.4505000000001,1568.9805999999999,1507.7508,1158.1758999999997,597.311,371.439,1315.2310000000002,707.8790000000001,919.417,644.8569999999999,765.713,723.917,747.5050000000001,700.802,684.865,669.357,520.807,466.678,399.889
